Date,Title,Lehrstuhl,Description,Link
2023/03/07,Übung Dienstleistungsmarketing (Bachelor) im SS 2023,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Im Sommersemester 2023 findet die Übung zum Bachelor-Modul „Dienstleistungsmarketing“ statt. Bitte melden Sie sich dazu verbindlich bis zum 18.04.2023 per E-Mail an: wiso-versicherungsmarketing@fau.de (bitte Matrikelnummer angeben). Es sind keine Bewerbungsunterlagen notwendig. Eine nachträgliche An/-Abmeldung nach dieser Frist ist nicht mehr möglich. Das Modul &#8222;Dienstleistungsmarketing&#8220; gilt dann als bestanden, wenn sowohl...",https://www.versicherungsmarketing.rw.fau.de/2023/03/07/uebung-dienstleistungsmarketing-bachelor-im-ss-2023/
2023/02/16,Strategisches Marketing im Sommersemester 2023,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing",Im Sommersemester 2023 findet wieder das Master-Modul &#8222;Strategisches Marketing&#8220; statt. Alle  Termine sowie die Inhalte und Lernziele des Kurses finden Sie auf unserer Homepage. Bitte melden Sie sich verbindlich im Anmeldezeitraum vom 11.03.-11.04.2023 per E-Mail an: wiso-versicherungsmarketing@fau.de. Bitte geben Sie Ihren Studiengang an. Die Teilnehmerzahl ist begrenzt. Bei mehr Anmeldungen als...,https://www.versicherungsmarketing.rw.fau.de/2023/02/16/strategisches-marketing-im-sommersemester-2023/
2023/02/16,Praxisseminar in Kooperation mit der NÜRNBERGER Versicherung im Sommersemester 2023,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Im Sommersemester bietet der Lehrstuhl für Versicherungswirtschaft und Risikomanagement (Prof. Gatzert) und der Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing (Prof. Steul-Fischer) gemeinsam mit der NÜRNBERGER Versicherung ein lehrstuhlübergreifendes Seminar zu dem Thema „Ideenwerkstatt Versicherungen: Von der Idee zum Business-Plan – Entwicklung innovativer Geschäftsmodelle für Versicherungen“ (5 ECTS) an. Das Ziel des...",https://www.versicherungsmarketing.rw.fau.de/2023/02/16/praxisseminar-in-kooperation-mit-der-nuernberger-versicherung-im-sommersemester-2023/
2023/02/16,Praxisseminar: Kundenorientiertes Vertriebsmanagement für Versicherungen im Sommersemester 2023,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Im Sommersemester 2023 wird erneut das Praxisseminar &#8222;Kundenorientiertes Vertriebsmanagement für Versicherungen&#8220; (5 ECTS) angeboten. In dem Seminar, welches vom Vorstandsvorsitzenden der NÜRNBERGER Versicherung, Herrn Dr. Zitzmann, durchgeführt wird, erarbeiten die Studierenden Lösungsansätze zu wechselnden Fragestellungen aus dem Bereich Versicherungsvertrieb in Gruppen. Die Studierenden haben die Möglichkeit aktuelle Trends im Versicherungsvertrieb...",https://www.versicherungsmarketing.rw.fau.de/2023/02/16/praxisseminar-kundenorientiertes-vertriebsmanagement-fuer-versicherungen-im-sommersemester-2023/
2023/01/19,Bachelorarbeiten und Projektarbeiten im Sommersemester 2023,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Sie sind auf der Suche nach einer spannenden Bachelorarbeit bzw. Projektarbeit aus den unterschiedlichsten Marketingbereichen? Wir, der Lehrstuhl für BWL, insbesondere Versicherungsmarketing, bieten interessante Bachelorarbeits- und Projektarbeitsthemen für das Sommersemester 2023 an. Unsere Forschungsschwerpunkte sind Kundenverhalten, Preismanagement und Vertriebsmanagement. Ab dem 30.01.2023 finden Sie hier auf unserer Homepage eine Übersicht...",https://www.versicherungsmarketing.rw.fau.de/2023/01/19/bachelorarbeiten-und-projektarbeiten-im-sommersemester-2023/
2023/01/19,Marketingseminar im Sommersemester 2023,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Im Sommersemester 2023 bietet der Lehrstuhl für BWL, insb. Versicherungsmarketing, ein Marketingseminar an. In diesem Seminar lernen Sie, wie Sie eigenständig unter Anwendung wissenschaftlicher Methoden Forschungsfragen mit Hilfe einer empirischen Studie beantworten (u. a. Erstellung und Durchführung einer eigenen Umfrage, Auswertung mit Statistiksoftware wie SPSS) und erhalten ein entsprechendes Zertifikat...",https://www.versicherungsmarketing.rw.fau.de/2023/01/19/marketingseminar-im-sommersemester-2023/
2022/12/15,Klausurtermine WiSe 2022/2023,"Lehrstuhl für Betriebswirtschaftslehre, insb. Versicherungsmarketing","Der Lehrstuhl für BWL, insb. Versicherungsmarketing plant die Klausurtermine im Wintersemester 2022/2023 in Präsenzform. Die Termine sind wie folgt: &#160; Dienstleistungsmarketing (Nachholklausur aus dem SS 2022) Bachelor 10.02.2023, 09:45 &#8211; 11:15 Uhr LG H5 Marketingtheorie Die Klausureinsicht Marketingtheorie findet am 19.04.2023 von 9:30-11:00 Uhr im Raum LG 5.223 statt. Bitte...",https://www.versicherungsmarketing.rw.fau.de/2022/12/15/klausurtermine-wise-2022-2023/
2023/03/10,Seminar Energiemärkte in Kooperation mit Praxispartnern,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Der Lehrstuhl für Wirtschaftstheorie, Prof. Dr. Grimm, und die Juniorprofessur für Energiemärkte und Energiesystemanalyse, Prof. Dr. Liebensteiner, bieten in Kooperation mit verschiedenen Industriepartnern im Sommersemester 2023 ein interdisziplinäres Seminar zum Thema Energiemärkte an. Die Vorbesprechung zum Seminar findet am Freitag, den 24.03.2023, von 14:00-15:30 Uhr via Zoom statt. Im Anschluss...",https://www.wirtschaftstheorie.rw.fau.de/2023/03/10/seminar-energiemaerkte-in-kooperation-mit-praxispartnern-2/
2023/03/01,Stellungnahme zum Strommarktdesign und dessen Weiterentwicklungsmöglichkeiten,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Expertenkommission zum Monitoring-Prozess „Energie der Zukunft“ Zur Überprüfung der Fortschritte bei der Energiewende und des Umsetzungstandes von Maßnahmen hat die Bundesregierung einen Monitoring-Prozess gestartet, um bei Bedarf nachsteuern zu können. Dazu bestellte die Bundesregierung im Oktober 2011 eine unabhängige Expertenkommission mit vier Mitgliedern, welche die vom Bundesministerium für Wirtschaft und...",https://www.wirtschaftstheorie.rw.fau.de/2023/03/01/stellungnahme-zum-strommarktdesign-und-dessen-weiterentwicklungsmoeglichkeiten/
2023/02/08,Stellenausschreibung Hiwi SoSe 2023,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Der Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie sucht eine studentische Hilfskraft. Stellenausschreibung Hiwi SoSe 2023 &#160;",https://www.wirtschaftstheorie.rw.fau.de/2023/02/08/student-assistant-recruitment-sose-2023/
2023/02/02,Bachelorarbeiten und Projektarbeiten im Sommersemester 2023,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Die Bewerbungsphase für Energiemarktthemen zur Bachelorarbeit sowie zur Projektarbeit im Sommersemester 2023 an der Professur für Volkswirtschaftslehre, Industrieökonomik und Energiemärkte (Prof. Zöttl), am Lehrstuhl für Volkswirtschaftslehre, insb. Wirtschaftstheorie (Prof. Grimm) sowie an der Juniorprofessur für Energiemärkte und Energiesystemanalyse (Prof. Liebensteiner) läuft ab sofort. &#160; Die Themenliste finden Sie hier. &#160; Bitte...",https://www.wirtschaftstheorie.rw.fau.de/2023/02/02/bachelorarbeiten-und-projektarbeiten-im-sommersemester-2023/
2023/01/16,Prof. Dr. Grimm erhält Preis „Impulsrede zur Sozialen Marktwirtschaft“,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Der Wirtschaftspolitische Club Deutschland e.V. (WPCD), die älteste wirtschaftspolitische Vereinigung in Deutschland, feiert in diesem Jahr sein 70-jähriges Bestehen. Aus diesem besonderen Anlass veranstaltet der Club einen Festakt &#8222;70 Jahre Wirtschaftspolitischer Club Deutschlands (WPCD e.V.)&#8220; am 16. Januar 2023 in der Hessischen Landesvertretung in Berlin. Im Rahmen des Festaktes wird...",https://www.wirtschaftstheorie.rw.fau.de/2023/01/16/prof-dr-grimm-erhaelt-preis-impulsrede-zur-sozialen-marktwirtschaft/
2022/12/19,Impulse 2023: Prof. Veronika Grimm über Versorgungssicherheit,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie",,https://www.wirtschaftstheorie.rw.fau.de/2022/12/20/impulse-2023-prof-veronika-grimm-ueber-versorgungssicherheit/
2022/12/02,Wirtschaftsweise Prof. Dr. Grimm stellte Jahresgutachten des Sachverständigenrats vor,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie",,https://www.wirtschaftstheorie.rw.fau.de/2022/12/02/wirtschaftsweise-prof-dr-grimm-stellte-jahresgutachten-des-sachverstaendigenrats-vor/
2022/11/24,Verdienstmedaille der FAU für Prof. Dr. Grimm,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie",,https://www.wirtschaftstheorie.rw.fau.de/2022/11/24/verdienstmedaille-der-fau-fuer-prof-dr-grimm/
2022/11/17,Sachverständigenrat überreicht sein Jahresgutachten 2022/23 an die Bundesregierung,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Der Sachverständigenrat hat am 9. November 2022 sein Jahresgutachten 2022/23 mit dem Titel &#8222;Energiekrise solidarisch bewältigen, neue Realität gestalten&#8220; an die Bundesregierung überreicht. Das Gutachten umfasst die aktuelle Konjunkturprognose sowie verschiedene Kapitel zu aktuellen und langfristigen Herausforderungen. Aktuell belasten hohe Energiepreise die deutsche Konjunktur. Der Sachverständigenrat erwartet daher für 2022...",https://www.wirtschaftstheorie.rw.fau.de/2022/11/17/sachverstaendigenrat-ueberreicht-sein-jahresgutachten-2022-23-an-die-bundesregierung/
2022/10/07,Kurzstudie: Mobilisierung von Erzeugungskapazitäten auf dem deutschen Strommarkt,"Lehrstuhl für Volkswirtschaftslehre, insbes. Wirtschaftstheorie","Die Energiekrise zwingt Deutschland und die Mitgliedsstaaten der Europäischen Union, aktuelle energiepolitische Entscheidungen neu zu bewerten und gegebenenfalls anzupassen. Zunächst rückt die Notwendigkeit, die Erneuerbaren Energien schnell und ambitioniert auszubauen noch stärker in den Fokus. Darüber hinaus gibt es einerseits Überlegungen, Kohlekraftwerke aus der Reserve oder der Betriebsbereitschaft zu reaktivieren....",https://www.wirtschaftstheorie.rw.fau.de/2022/10/07/kurzstudie_mobilisierung_erzeugungskapazitaeten/
2023/02/23,Veröffentlichung des Lehrstuhls als „Top Cited 2021-2022“ vom R&D Management Journal ausgezeichnet,Lehrstuhl für Technologiemanagement,"Wir freuen uns sehr, dass ein von Professor Dr. Peter M. Bican und Dr. Carsten C. Guderian zusammen mit Professor Dr. Frederik J. Riar von der Universität Bern und Dr. Sarbani Chattopadhyay von LexisNexis Intellectual Property Solutions verfasster Fachartikel vom Wiley-Verlag als „Top Cited 2021-2022“ ausgezeichnet wurde. Der Artikel wurde...",https://www.tm.rw.fau.de/2023/02/23/veroeffentlichung-des-lehrstuhls-als-top-cited-2021-2022-vom-rd-management-journal-ausgezeichnet/
2023/02/06,Publikation in WHO COVID-19 Research Database aufgenommen,Lehrstuhl für Technologiemanagement,Der im Jahr 2021 von Prof. Dr. Peter M. Bican und Dr. Carsten Guderian zusammen mit Prof. Dr. Frederik J. Riar und Dr. Sarbani Chattopadhyay veröffentlichte Fachartikel zum Thema „Innovation management in crisis: patent analytics as a response to the COVID-19 pandemic“ wurde von der Weltgesundheitsorganisation (WHO) in die WHO...,https://www.tm.rw.fau.de/2023/02/06/publikation-in-who-covid-19-research-database-aufgenommen/
2023/01/30,Einstiegsmöglichkeiten bei der REWE Group,Lehrstuhl für Technologiemanagement,"Die REWE Group ist einer der führenden Handels- und Touristikkonzerne in Europa und ein ständiger Begleiter im Leben – egal, ob es um den täglichen Einkauf von Lebensmitteln (online oder im Markt), den Heimwerker- und Gartenbedarf oder den nächsten Urlaub geht. In der Kölner Konzernzentrale bietet die REWE Group Praktika...",https://www.tm.rw.fau.de/2023/01/30/einstiegsmoeglichkeiten-bei-der-rewe-group/
2023/01/12,9. FAU Digital Tech Fellows Programm startet im April 2023,Lehrstuhl für Technologiemanagement,"Das &#8222;Digital Tech Fellows Program&#8220; ist ein Programm der FAU, das sich an herausragende innovative Talente aus allen Studiengängen und Fakultäten der FAU richtet. Es gibt Dir alles, was Du brauchst, um Deinem Herz und Deiner Leidenschaft für Digitalisierung, Unternehmertum und Innovation zu folgen. Als eines von 20 handverlesenen Talenten...",https://www.tm.rw.fau.de/2023/01/12/9-fau-digital-tech-fellows-programm-startet-im-april-2023/
2022/12/20,Neue Publikation in der Fachzeitschrift „Management International Review“: Cross-Border Dynamics of IP Modularity: International Patenting in LEDs and Lithium-Ion Secondary Battery Technology,Lehrstuhl für Technologiemanagement,"Um von ihren Erfindungen zu profitieren, verlassen sich multinationale Unternehmen (MNUs) auf die Modularität ihres geistigen Eigentums (IP Modularity). So ist es ihnen möglich, den Spagat zwischen dem Besitz der „richtigen“ Patente in einer Technologie und der Teilung anderer „weniger wertvoller“ Patente zu meistern, um Innovationen voranzutreiben und die Verbreitung...",https://www.tm.rw.fau.de/2022/12/20/neue-publikation-in-der-fachzeitschrift-management-international-review-cross-border-dynamics-of-ip-modularity-international-patenting-in-leds-and-lithium-ion-secondary-battery-tec/
2022/12/14,BCG Einstiegsevent für Studentinnen,Lehrstuhl für Technologiemanagement,"Als eine der weltweit größten Strategieberatungen mit mehr als 2.600 Mitarbeitern in Deutschland und Österreich ist die Boston Consulting Group stetig auf der Suche nach weiteren engagierten Talenten. Im Rahmen des Einstiegsevents haben Studentinnen die Möglichkeit die Boston Consulting Group, insbesondere den Health Care Sektor, näher kennen zu lernen. Während...",https://www.tm.rw.fau.de/2022/12/14/bcg-einstiegsevent-fuer-studentinnen/
2022/11/21,FAU Workshop „Impact Starters“ zu Social Entrepreneurship,Lehrstuhl für Technologiemanagement,"Möchtest du lernen, wie du unternehmerisch einen positiven Beitrag zur Lösung gesellschaftlicher &#38; ökologischer Herausforderungen leisten kannst? Die FAU Gründungsberatung bietet Studierenden, wissenschaftlichen Mitarbeitenden, Promovierenden, Postdocs &#38; Alumni aller Fachbereiche und Studiengänge der FAU einen Workshop zum Thema Social Entrepreneurship. Wann?            15.12. – 1.12.2022, jeweils von 09:00 bis 17:30 Wo?               ...",https://www.tm.rw.fau.de/2022/11/21/fau-workshop-impact-starters-zu-social-entrepreneurship/
2022/11/17,Einladung zum Career Workshop von Capgemini Invent,Lehrstuhl für Technologiemanagement,"Capgemini Invent lädt am 25.11.2023 zu einem Networking Event ein, bei dem neben einem Kennenlernen der Firma und einem abschließenden Networking auf dem Christkindlesmarkt, auch eine reale Case Study gelöst werden kann. Bewirb dich bis zum 18. November 2022 via Mail an recruiting.de@capgemini.com mit deinem Lebenslauf und Zeugnissen. Weitere Details...",https://www.tm.rw.fau.de/2022/11/17/einladung-zum-career-workshop-von-capgemini-invent/
2022/11/07,Prof. Bican eröffnet  FAU Start-Up Demo Day mit Key Note,Lehrstuhl für Technologiemanagement,"Am 28. September 2022 fand im Zollhof Tech Incubator in Nürnberg das Pitch-Event &#8222;FAU Start-Up Demo Day&#8220; für FAU-Start-ups statt. Kreative FAU-Studenten, -Mitarbeiter und -Alumni hatten die Möglichkeit, ihr Projekt, Team, ihre Lösung und ihr Geschäftsmodell zu präsentieren. Eine Jury, bestehend aus Experten aus Wirtschaft und Wissenschaft, bewertete die Pitches...",https://www.tm.rw.fau.de/2022/11/07/prof-bican-eroeffnet-fau-start-up-demo-day-mit-key-note/
2022/10/21,BCG Einstiegsevent für Studierende: Strategize your Life,Lehrstuhl für Technologiemanagement,"Als eine der weltweit größten Strategieberatungen mit mehr als 2.600 Mitarbeitern in Deutschland und Österreich ist die Boston Consulting Group stetig auf der Suche nach engagierten Talenten. Im Rahmen des Einstiegsevents haben herausragende Student:innen, die kurz vor dem Abschluss ihres Studiums stehen, sowie Absolvent:innen und Doktorand:innen aller Fachrichtungen daher wieder...",https://www.tm.rw.fau.de/2022/10/21/bcg-einstiegsevent-fuer-studierende-strategize-your-life/
2023/02/28,Hilti Job Offer – Connected Tools/IoT Product Management (m/w/d),"Lehrstuhl für Wirtschaftsinformatik, insb. Innovation und Wertschöpfung","Still looking for an internship? Our industry partner Hilti is looking for you! Join Hilti and you&#8217;ll be an integral part of the product management team, helping to define new solutions and the hardware, software and services that make them work. If you are an enthusiastic industrial engineering, information systems...",https://www.wi1.rw.fau.de/hilti-job-offer-connected-tools-iot-product-management-m-w-d/
2023/02/23,KinderUni @Wi1,"Lehrstuhl für Wirtschaftsinformatik, insb. Innovation und Wertschöpfung","Unsere Mitarbeiter Sascha Julian Oks und Matthäus Wilga haben in der letzten Vorlesung in diesem Semester mit über 30 Nachwuchsforschern diskutiert, wie Maschinen miteinander sprechen. Es war eine lustige und spannende Reise durch Themen wie Star Wars, Industrie 4.0 und automatisch zusammengestellte Geburtstagsgeschenke, in nur einer Session. Wir haben uns...",https://www.wi1.rw.fau.de/kinderuni-wi1/
